gesture_label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
OPEN_PALM,0.6611152291297913,0.7007619142532349,3.611318106777617e-07,0.6092730164527893,0.6949671506881714,-0.0294088926166296,0.5662917494773865,0.6626704335212708,-0.0469227135181427,0.5389004945755005,0.6249175667762756,-0.06127529218792915,0.5143399238586426,0.5930467247962952,-0.07539009302854538,0.5984364748001099,0.561103105545044,-0.03269265592098236,0.5840615630149841,0.49350181221961975,-0.05426030233502388,0.5758816003799438,0.4494220018386841,-0.07116463035345078,0.5690861940383911,0.40965506434440613,-0.08320099860429764,0.6322031021118164,0.5472030639648438,-0.032799895852804184,0.6282405853271484,0.47305288910865784,-0.05168062821030617,0.6245303153991699,0.42369741201400757,-0.06633597612380981,0.6212438344955444,0.378698468208313,-0.07676525413990021,0.6643227934837341,0.5491774082183838,-0.03637148067355156,0.6648984551429749,0.4788818955421448,-0.05501791834831238,0.6644196510314941,0.432355135679245,-0.06513676047325134,0.6629229187965393,0.3897895812988281,-0.07139306515455246,0.695321798324585,0.5629492998123169,-0.042615506798028946,0.7009735703468323,0.503990650177002,-0.05902309715747833,0.7032209038734436,0.46607542037963867,-0.06478098779916763,0.7040026187896729,0.4320477545261383,-0.06781673431396484
OPEN_PALM,0.6644222140312195,0.709057092666626,3.7017281329099205e-07,0.6126189231872559,0.6967477798461914,-0.02647247351706028,0.5681399703025818,0.6593291759490967,-0.042255841195583344,0.5364250540733337,0.6200756430625916,-0.055428676307201385,0.5089622735977173,0.5907860994338989,-0.06843867897987366,0.5983708500862122,0.5580490827560425,-0.026875315234065056,0.5828602910041809,0.49068811535835266,-0.04669937863945961,0.5742392539978027,0.4480261504650116,-0.06286083906888962,0.5677471160888672,0.40940988063812256,-0.07450960576534271,0.6319171786308289,0.5442640781402588,-0.028162019327282906,0.6274674534797668,0.468696653842926,-0.04445254057645798,0.6236786842346191,0.420838862657547,-0.05793354660272598,0.6203510761260986,0.37801307439804077,-0.06794381141662598,0.6641607880592346,0.5467045307159424,-0.03291057050228119,0.6643370985984802,0.47427287697792053,-0.04966937378048897,0.6628672480583191,0.4293023347854614,-0.059144798666238785,0.6603062748908997,0.3884598910808563,-0.06540167331695557,0.6954211592674255,0.561922013759613,-0.040113840252161026,0.700864851474762,0.5024888515472412,-0.05507010594010353,0.7030799984931946,0.46539339423179626,-0.060002267360687256,0.7036409378051758,0.43261051177978516,-0.0626964271068573
OPEN_PALM,0.6794808506965637,0.6237696409225464,2.7163520144313225e-07,0.625988245010376,0.6093689799308777,-0.018294664099812508,0.5786228179931641,0.5699642300605774,-0.02742875926196575,0.5417912006378174,0.5385722517967224,-0.035695698112249374,0.5069372057914734,0.5275254845619202,-0.04336792975664139,0.6097978353500366,0.4620645046234131,-0.00543285021558404,0.5879836082458496,0.40061691403388977,-0.012919669970870018,0.5769870281219482,0.3638151288032532,-0.021846584975719452,0.5685253143310547,0.33198311924934387,-0.029843950644135475,0.642320990562439,0.44893354177474976,-0.007770185824483633,0.6277146339416504,0.3806297183036804,-0.010666114278137684,0.6207091212272644,0.33952367305755615,-0.01684415712952614,0.6148989200592041,0.3067460358142853,-0.02307719551026821,0.6751866340637207,0.4509109556674957,-0.013656389899551868,0.6675456762313843,0.3876425623893738,-0.01883584074676037,0.6646937727928162,0.35051199793815613,-0.023191014304757118,0.6603664755821228,0.31896740198135376,-0.027931829914450645,0.7077968120574951,0.4650040864944458,-0.022039756178855896,0.7094964385032654,0.41858744621276855,-0.027928629890084267,0.708757758140564,0.38895922899246216,-0.029323115944862366,0.7069077491760254,0.36185598373413086,-0.03102157451212406
OPEN_PALM,0.6491513252258301,0.6679101586341858,2.8819314934480644e-07,0.5966805815696716,0.6499209403991699,-0.01837463676929474,0.5457698106765747,0.6108083128929138,-0.02752348780632019,0.5074794292449951,0.5820637345314026,-0.03603743016719818,0.473747193813324,0.576547384262085,-0.04494105279445648,0.5871009230613708,0.49970799684524536,-0.0128852017223835,0.568717360496521,0.43514692783355713,-0.022509869188070297,0.5596752762794495,0.3964335322380066,-0.03189842030405998,0.5536202788352966,0.36128556728363037,-0.0405854806303978,0.6227759718894958,0.4896383583545685,-0.016098733991384506,0.6125162243843079,0.41718050837516785,-0.023044532164931297,0.6081956028938293,0.37338048219680786,-0.0316246934235096,0.6059882640838623,0.3365725874900818,-0.039970334619283676,0.6575630903244019,0.49633559584617615,-0.022593921050429344,0.6606563329696655,0.42971277236938477,-0.035038162022829056,0.6618777513504028,0.38642436265945435,-0.04587608203291893,0.6621840000152588,0.34817737340927124,-0.05458792671561241,0.6910907030105591,0.5160955190658569,-0.03101506642997265,0.7132163643836975,0.47170770168304443,-0.04467995837330818,0.7261565923690796,0.4380623996257782,-0.05302802473306656,0.7365766763687134,0.40466219186782837,-0.05959785729646683
OPEN_PALM,0.6497569680213928,0.671309769153595,2.8006346042275254e-07,0.5978108048439026,0.6545597910881042,-0.01897488720715046,0.5464411377906799,0.6128182411193848,-0.027647120878100395,0.5090416669845581,0.5818758010864258,-0.035412512719631195,0.4756486415863037,0.5747396945953369,-0.04336542263627052,0.5870170593261719,0.49810993671417236,-0.013324304483830929,0.5686948895454407,0.433019757270813,-0.022603487595915794,0.559971272945404,0.39484769105911255,-0.03154613450169563,0.5539549589157104,0.3600468635559082,-0.03977597877383232,0.622968316078186,0.4887494742870331,-0.015919113531708717,0.6135751008987427,0.41587963700294495,-0.022051870822906494,0.609612762928009,0.3723794221878052,-0.029582465067505836,0.6073906421661377,0.3364649713039398,-0.036996591836214066,0.6579471826553345,0.4961565434932709,-0.021895645186305046,0.6621215343475342,0.4292626976966858,-0.033432528376579285,0.6631457209587097,0.38593828678131104,-0.04329361766576767,0.6630340218544006,0.3479522466659546,-0.051211368292570114,0.6914920210838318,0.5165780782699585,-0.0299394428730011,0.7136461734771729,0.4712076783180237,-0.04316209629178047,0.7260880470275879,0.4375276565551758,-0.051083754748106,0.7358770370483398,0.4043528437614441,-0.05711447075009346
OPEN_PALM,0.6494860053062439,0.6723512411117554,2.84661041405343e-07,0.5968374609947205,0.6561129689216614,-0.01876744255423546,0.5456699132919312,0.6128833889961243,-0.027031060308218002,0.508776843547821,0.580718994140625,-0.0343962162733078,0.47558334469795227,0.5741602778434753,-0.04202008992433548,0.5867793560028076,0.4991809129714966,-0.012938030995428562,0.5690082311630249,0.4332530200481415,-0.02202000841498375,0.5605655908584595,0.3945618271827698,-0.03090803138911724,0.5547047853469849,0.35938647389411926,-0.03919188678264618,0.6227731108665466,0.4896163046360016,-0.015582295134663582,0.6137855052947998,0.41626444458961487,-0.021717168390750885,0.6097326874732971,0.37239283323287964,-0.029468409717082977,0.6070969104766846,0.33611464500427246,-0.03710887208580971,0.6575459837913513,0.4966470003128052,-0.021562496200203896,0.6616913676261902,0.4291573762893677,-0.03300457075238228,0.6628218293190002,0.38557296991348267,-0.04313916340470314,0.6626183986663818,0.3474003076553345,-0.051388707011938095,0.6908318400382996,0.5167696475982666,-0.02958565019071102,0.7129268646240234,0.47143644094467163,-0.04280795529484749,0.7255587577819824,0.43799030780792236,-0.05093337967991829,0.7354027032852173,0.4052446484565735,-0.05722213536500931
OPEN_PALM,0.6509422659873962,0.6739198565483093,2.922922135439876e-07,0.5972931385040283,0.6575058102607727,-0.019226135686039925,0.5457356572151184,0.6137152314186096,-0.027049550786614418,0.5086291432380676,0.5806401371955872,-0.03385404869914055,0.47579023241996765,0.5735993981361389,-0.04066190868616104,0.5876203179359436,0.49986255168914795,-0.011558742262423038,0.5700926780700684,0.4332321584224701,-0.01997922733426094,0.5615668892860413,0.39449918270111084,-0.02830820530653,0.5554413199424744,0.3596326410770416,-0.03606167063117027,0.6240502595901489,0.4901212453842163,-0.013597376644611359,0.6148980855941772,0.41682928800582886,-0.019013097509741783,0.6109543442726135,0.372867226600647,-0.025993863120675087,0.6086941361427307,0.33677124977111816,-0.03282276913523674,0.6591343283653259,0.49704107642173767,-0.01914738491177559,0.6626478433609009,0.42952173948287964,-0.030211757868528366,0.6635843515396118,0.3863082528114319,-0.0397699773311615,0.6635607481002808,0.3485093116760254,-0.047303590923547745,0.6926570534706116,0.5165922045707703,-0.026825163513422012,0.7145075798034668,0.4715937674045563,-0.03992949426174164,0.7272113561630249,0.43842077255249023,-0.047829922288656235,0.7377108931541443,0.40547046065330505,-0.05363696813583374
OPEN_PALM,0.6503475308418274,0.6731747388839722,2.880573788388574e-07,0.5971312522888184,0.6564890146255493,-0.019016535952687263,0.5464543700218201,0.613591730594635,-0.027012409642338753,0.5097718238830566,0.5810900330543518,-0.03403915464878082,0.4772319495677948,0.5738525986671448,-0.04114245995879173,0.5876635313034058,0.4998423755168915,-0.011771545745432377,0.5701413154602051,0.43338340520858765,-0.02061476930975914,0.5615595579147339,0.3946616053581238,-0.029268354177474976,0.5554991364479065,0.35971593856811523,-0.03726392984390259,0.6238077878952026,0.4902473986148834,-0.013949318788945675,0.6147961616516113,0.4170512855052948,-0.019708512350916862,0.6109879016876221,0.37345200777053833,-0.02692697010934353,0.6088829040527344,0.3374888300895691,-0.0340176597237587,0.658563494682312,0.49725502729415894,-0.0196280125528574,0.6621575951576233,0.4292874336242676,-0.030860597267746925,0.6633122563362122,0.38612133264541626,-0.04046263545751572,0.6634742617607117,0.34820494055747986,-0.04816185310482979,0.6920047998428345,0.5170803666114807,-0.027417175471782684,0.7142437100410461,0.47221726179122925,-0.04061148315668106,0.7270234823226929,0.43907856941223145,-0.048610132187604904,0.7373811602592468,0.40613624453544617,-0.05460169166326523
OPEN_PALM,0.6518363356590271,0.6740565299987793,2.9833799430889485e-07,0.5984378457069397,0.6586058735847473,-0.019815776497125626,0.5470168590545654,0.6149328947067261,-0.028331490233540535,0.5095439553260803,0.5815656781196594,-0.03579626977443695,0.47603654861450195,0.5737066268920898,-0.043354105204343796,0.5886618494987488,0.5011435151100159,-0.012945665046572685,0.5706827640533447,0.4341900050640106,-0.022149238735437393,0.562107503414154,0.39471983909606934,-0.031063780188560486,0.5560464859008789,0.35897397994995117,-0.03935505822300911,0.6250501275062561,0.49107465147972107,-0.015143667347729206,0.6160541772842407,0.4173648953437805,-0.021549388766288757,0.6120519042015076,0.37292614579200745,-0.029356496408581734,0.6095428466796875,0.33622539043426514,-0.03690474107861519,0.6601002216339111,0.4981370270252228,-0.020822586491703987,0.6637635231018066,0.4301481246948242,-0.03291361778974533,0.664588212966919,0.38636940717697144,-0.043055322021245956,0.6643445491790771,0.34785032272338867,-0.05109139159321785,0.6935306787490845,0.5183732509613037,-0.028623590245842934,0.716040849685669,0.47343915700912476,-0.04271071031689644,0.7290435433387756,0.43979954719543457,-0.05118105560541153,0.7395276427268982,0.4062991440296173,-0.057485830038785934
OPEN_PALM,0.6511065363883972,0.6741848587989807,2.8823436082348053e-07,0.598264217376709,0.6583495736122131,-0.019260141998529434,0.5473410487174988,0.6139127016067505,-0.027501581236720085,0.5106257796287537,0.5804596543312073,-0.03475267440080643,0.477164626121521,0.5740623474121094,-0.042277850210666656,0.5886044502258301,0.5011159777641296,-0.013311268761754036,0.5706536173820496,0.4342947006225586,-0.022637879475951195,0.5620296001434326,0.3947939872741699,-0.031575728207826614,0.5560969710350037,0.3588561415672302,-0.03995948284864426,0.6248352527618408,0.4912855923175812,-0.015836026519536972,0.6159002780914307,0.4175155758857727,-0.022405842319130898,0.6120837926864624,0.3736039698123932,-0.030317969620227814,0.6097655296325684,0.3368653655052185,-0.03805120661854744,0.6597432494163513,0.49846088886260986,-0.021728377789258957,0.6633813977241516,0.430003821849823,-0.03382430970668793,0.6645911931991577,0.3863025903701782,-0.043959442526102066,0.6646792888641357,0.34759414196014404,-0.05216524377465248,0.6931702494621277,0.5189055800437927,-0.0296821016818285,0.7154251337051392,0.4735928773880005,-0.043604057282209396,0.7284813523292542,0.4398699402809143,-0.05195421352982521,0.7388998866081238,0.4063531160354614,-0.058371249586343765
